iter	Logloss
685	0.6231893321
686	0.623115594
687	0.6230326106
688	0.6229844654
689	0.6229160643
690	0.6228765211
691	0.6227992449
692	0.6227214527
693	0.6226809221
694	0.6226353949
695	0.6226010242
696	0.6225640878
697	0.6225270318
698	0.6224759993
699	0.6224505148
700	0.6223657025
701	0.6223350307
702	0.6222924656
703	0.6222581697
704	0.6222227442
705	0.6221327184
706	0.6221036398
707	0.6220719768
708	0.6220302495
709	0.6219834619
710	0.621949798
711	0.6218746387
712	0.6217957917
713	0.6217194506
714	0.6216785086
715	0.6216071828
716	0.6215378953
717	0.6214920353
718	0.6214185403
719	0.6213423525
720	0.6212983288
721	0.6212254284
722	0.6211882041
723	0.6211099966
724	0.621039071
725	0.6209960496
726	0.6209621015
727	0.6208933002
728	0.6208527435
729	0.6207750971
730	0.6207382355
731	0.6206967737
732	0.6206184728
733	0.6205854036
734	0.6205136888
735	0.6204752976
736	0.6204077978
737	0.6203586129
738	0.6203314267
739	0.6202918499
740	0.6202519439
741	0.6202203034
742	0.6201875222
743	0.6201086042
744	0.6200751011
745	0.6200384415
746	0.6200030423
747	0.6199712185
748	0.6199291284
749	0.6198672125
750	0.6198259227
751	0.6197947721
752	0.6197569494
753	0.6197201813
754	0.6196823174
755	0.6196556511
756	0.6196204089
757	0.6195387831
758	0.6195098429
759	0.6194803192
760	0.619442777
761	0.6194106129
762	0.6193767994
763	0.6193437938
764	0.61930026
765	0.6192371884
766	0.6191575747
767	0.6191293526
768	0.6190883172
769	0.6190603867
770	0.6190232858
771	0.6189898613
772	0.6189233227
773	0.6188486907
774	0.6187742682
775	0.6187456908
776	0.618715909
777	0.6186777422
778	0.6186479642
779	0.6185706095
780	0.6185400274
781	0.6185083981
782	0.6184344131
783	0.6184022079
784	0.6183733799
785	0.6183396823
786	0.6182705033
787	0.6181963463
788	0.6181617998
789	0.6180990536
790	0.6180603444
791	0.6180307983
792	0.618002651
793	0.6179672331
794	0.6179370998
795	0.6178624229
796	0.6177938123
797	0.6177284257
798	0.617651359
799	0.617624558
800	0.6175571069
801	0.617482905
802	0.6174478947
803	0.6174229002
804	0.6173870671
805	0.6173591367
